date,SPY_BH,60_40,FRAR,FRAR_Net,FRAR_Quad,FRAR_Quad_Net
2006-04-06,1.0370196718663134,1.0,1.0,0.9993627867534828,1.0,0.998819127789999
2006-04-07,1.026480492910582,1.0,1.0,0.9993528335189384,1.0,0.9988006877304418
2006-04-10,1.0280656309245326,1.0,1.0,0.9993428803835241,1.0,0.9987822480113224
2006-04-11,1.0193497270495628,1.0,1.0,0.9993329273472389,1.0,0.9987638086326346
2006-04-12,1.0212507237883934,1.0,1.0,0.9993229744100818,1.0,0.998745369594372
2006-04-13,1.0199042462194223,1.0,1.0,0.9993130215720517,1.0,0.9987269308965283
2006-04-17,1.0195079617159346,1.0,1.0,0.9993030688331477,1.0,0.9987084925390973
2006-04-18,1.0356730198379527,1.0,1.0,0.9992931161933688,1.0,0.9986900545220727
2006-04-19,1.0376538317475277,1.0,1.0,0.9992831636527141,1.0,0.9986716168454483
2006-04-20,1.039080211716938,1.0,1.0,0.9992732112111824,1.0,0.9986531795092175
2006-04-21,1.0392387080723942,1.0,1.0,0.999263258868773,1.0,0.9986347425133744
2006-04-24,1.0373371007257,1.0,1.0,0.9992533066254846,1.0,0.9986163058579125
2006-04-25,1.033057960817469,1.0,1.0,0.9992433544813165,1.0,0.9985978695428255
2006-04-26,1.0332954000467214,1.0,1.0,0.9992334024362675,1.0,0.9985794335681072
2006-04-27,1.038287555480268,1.0,1.0,0.9992234504903368,1.0,0.9985609979337514
2006-04-28,1.0417741263815234,1.0,1.0,0.9992134986435232,1.0,0.9985425626397516
2006-05-01,1.0332954000467216,1.0,1.0,0.9992035468958259,1.0,0.9985241276861017
2006-05-02,1.0410611980859028,1.0,1.0,0.9991935952472437,1.0,0.9985056930727954
2006-05-03,1.0371785171405492,1.0,1.0,0.9991836436977759,1.0,0.9984872587998261
2006-05-04,1.0409026145007518,1.0,1.0,0.9991736922474214,1.0,0.998468824867188
2006-05-05,1.0500942691311743,1.0,1.0,0.9991637408961791,1.0,0.9984503912748746
2006-05-08,1.0488268216656942,1.0,1.0,0.999153789644048,1.0,0.9984319580228795
2006-05-09,1.0508870125975394,1.0,1.0,0.9991438384910273,1.0,0.9984135251111966
2006-05-10,1.0503324934276799,1.0,1.0,0.999133887437116,1.0,0.9983950925398196
2006-05-11,1.0376538317475277,1.0,1.0,0.9991239364823128,1.0,0.9983766603087422
2006-05-12,1.0241036581866039,1.0,1.0,0.9991139856266171,1.0,0.998358228417958
2006-05-15,1.0261640235778386,1.0,1.0,0.9991040348700277,1.0,0.9983397968674607
2006-05-16,1.0246582645861582,1.0,1.0,0.9990940842125436,1.0,0.9983213656572442
2006-05-17,1.0051651319183408,1.0,1.0,0.999084133654164,1.0,0.9983029347873021
2006-05-18,1.0000936846922188,1.0,1.0,0.9990741831948878,1.0,0.9982845042576283
2006-05-19,1.0071461182873052,1.0,1.0,0.9990642328347139,1.0,0.9982660740682162
2006-05-22,0.9994596992703942,1.0,1.0,0.9990542825736415,1.0,0.9982476442190598
2006-05-23,0.9918528337351432,1.0,1.0,0.9990443324116696,1.0,0.9982292147101526
2006-05-24,0.9997766919813064,1.0,1.0,0.9990343823487969,1.0,0.9982107855414886
2006-05-25,1.0121384481802411,1.0,1.0,0.9990244323850229,1.0,0.9981923567130612
2006-05-26,1.0172890127395489,1.0,1.0,0.9990144825203463,1.0,0.9981739282248643
2006-05-30,0.999222172811447,1.0,1.0,0.9990045327547661,1.0,0.9981555000768915
2006-05-31,1.0103953371890029,1.0,1.0,0.9989945830882815,1.0,0.9981370722691367
2006-06-01,1.0200624808857939,1.0,1.0,0.9989846335208913,1.0,0.9981186448015935
2006-06-02,1.02220170192113,1.0,1.0,0.9989746840525947,1.0,0.9981002176742556
2006-06-05,1.0073045274130663,1.0,1.0,0.9989647346833906,1.0,0.9980817908871168
2006-06-06,1.0048481392074282,1.0,1.0,0.9989547854132781,1.0,0.9980633644401707
2006-06-07,0.9973204782350579,1.0,1.0,0.998944836242256,1.0,0.9980449383334112
2006-06-08,0.9964486174355071,1.0,1.0,0.9989348871703236,1.0,0.998026512566832
